rk,TEAM,CONF,RECORD,KADJ EM,adjo,adjo.rank,adjd,adjd.rank,adjt,adjt.rank,luck,luck.rank,sos-adjem,sos-adjem.rank,sos-oppo,sos-oppo.rank,sos-oppd,sos-oppd.rank,ncsos-adjem,ncsos-adjem.rank,seed,conference,KADJ T,adjtempo.rank,KADJ O,adjoe.rank,off-efg%,off-efg%.rank,off-to%,off-to%.rank,off-or%,off-or%.rank,off-ftrate,off-ftrate.rank,KADJ D,adjde.rank,def-efg%,def-efg%.rank,def-to%,def-to%.rank,def-or%,def-or%.rank,def-ftrate,def-ftrate.rank,tempo-adj,tempo-adj.rank,tempo-raw,tempo-raw.rank,off. efficiency-adj,off. efficiency-adj.rank,off. efficiency-raw,off. efficiency-raw.rank,def. efficiency-adj,def. efficiency-adj.rank,def. efficiency-raw,def. efficiency-raw.rank,YEAR,BARTHAG,W,L,WIN%,GAMES
144,California,P10,13-16,+1.76,102.0,184,100.2,108,66.2,158,+.029,102,+5.60,70,106.0,73,100.4,66,-4.93,282,,P10,66.2,158,102.0,184,48.2,216,21.3,174,33.3,115,35.9,183,100.2,108,49.2,161,19.9,233,31.4,131,29.7,37,66.2,158,68.9,107,102.0,184,97.6,232,100.2,108,102.1,191,2005,0.5510102081250475,13,16,0.4482758620689655,29
323,Campbell,ASun,2-25,-23.46,87.9,322,111.4,305,67.4,110,-.084,315,-6.68,277,100.0,251,106.7,302,+5.75,41,,ASun,67.4,110,87.9,322,45.0,302,26.4,327,35.2,66,33.1,253,111.4,305,55.3,325,20.5,200,30.9,104,36.5,151,67.4,110,69.7,87,87.9,322,88.7,321,111.4,305,109.2,305,2005,0.061533436821868785,2,25,0.07407407407407407,27
261,Canisius,MAAC,11-18,-9.65,99.8,221,109.4,283,66.6,137,+.035,90,-4.56,252,101.2,221,105.7,273,-3.91,255,,MAAC,66.6,137,99.8,221,49.2,178,18.5,34,27.4,288,30.9,288,109.4,283,48.9,143,17.3,319,34.1,236,32.4,84,66.6,137,69.1,101,99.8,221,100.8,182,109.4,283,106.9,279,2005,0.2580380079089702,11,18,0.3793103448275862,29
319,Centenary,MCon,3-24,-19.89,93.5,297,113.4,320,66.0,169,-.033,249,-0.71,170,104.5,123,105.2,258,+3.67,74,,MCon,66.0,169,93.5,297,47.7,235,23.9,282,27.3,290,34.7,216,113.4,320,55.6,328,19.7,245,39.1,326,47.3,315,66.0,169,67.6,153,93.5,297,92.9,289,113.4,320,114.4,330,2005,0.0980537188954074,3,24,0.1111111111111111,27
240,Central Connecticut,NEC,12-16,-7.96,102.4,171,110.4,296,63.6,264,-.040,263,-7.92,295,99.9,253,107.9,327,-0.00,163,,NEC,63.6,264,102.4,171,50.6,105,21.5,185,36.0,48,34.5,219,110.4,296,53.8,314,21.5,139,31.6,143,29.9,41,63.6,264,65.1,257,102.4,171,105.1,85,110.4,296,106.5,272,2005,0.29628130361421096,12,16,0.42857142857142855,28
238,Central Michigan,MAC,10-18,-7.71,97.9,241,105.6,226,68.9,57,+.046,64,+4.11,93,106.2,65,102.1,119,-0.46,174,,MAC,68.9,57,97.9,241,48.3,214,24.9,315,30.6,216,35.0,208,105.6,226,55.1,323,23.3,47,33.9,230,52.6,327,68.9,57,69.9,80,97.9,241,94.2,276,105.6,226,109.2,307,2005,0.29511159013227645,10,18,0.35714285714285715,28
288,Charleston Southern,BSth,13-17,-13.52,90.3,317,103.8,192,61.4,308,+.106,8,-6.41,276,99.5,265,105.9,281,-1.17,194,,BSth,61.4,308,90.3,317,47.7,236,23.6,273,26.6,298,30.0,304,103.8,192,48.9,141,22.1,108,31.3,129,41.0,253,61.4,308,63.4,296,90.3,317,90.9,310,103.8,192,100.3,137,2005,0.16766349205176143,13,17,0.43333333333333335,30
54,Charlotte,CUSA,21-8,+12.15,111.6,42,99.5,90,70.6,29,+.042,72,+3.68,100,104.9,114,101.2,92,-1.74,210,7,CUSA,70.6,29,111.6,42,49.7,149,18.3,28,35.8,51,41.3,58,99.5,90,49.4,167,21.9,118,31.0,108,28.4,27,70.6,29,70.9,46,111.6,42,107.9,52,99.5,90,99.9,121,2005,0.7891449632364292,21,8,0.7241379310344828,29
165,Chattanooga,SC,20-11,+0.03,98.9,229,98.8,82,67.6,109,+.059,47,-3.78,238,101.1,223,104.9,245,+5.69,43,15,SC,67.6,109,98.9,229,49.1,179,24.8,313,37.6,29,42.8,35,98.8,82,49.8,191,21.4,144,25.3,4,28.6,28,67.6,109,70.0,74,98.9,229,99.6,203,98.8,82,96.9,59,2005,0.5029084145869561,20,11,0.6451612903225806,31
241,Chicago St.,MCon,9-19,-8.09,97.1,253,105.2,221,65.5,195,+.016,120,-0.36,159,104.8,116,105.1,254,+7.37,22,,MCon,65.5,195,97.1,253,47.9,232,20.3,110,29.8,239,37.3,141,105.2,221,53.5,307,22.6,78,36.9,310,36.4,150,65.5,195,65.9,220,97.1,253,97.6,233,105.2,221,106.9,278,2005,0.28467228526716476,9,19,0.32142857142857145,28
19,Cincinnati,CUSA,25-8,+20.43,112.5,33,92.0,14,68.0,89,-.006,177,+5.48,71,106.1,71,100.6,77,+0.62,145,7,CUSA,68.0,89,112.5,33,49.5,159,18.8,41,37.8,26,45.8,13,92.0,14,43.1,4,20.0,226,32.4,186,29.8,38,68.0,89,68.9,108,112.5,33,109.3,36,92.0,14,93.2,19,2005,0.9099802178535509,25,8,0.7575757575757576,33
57,Clemson,ACC,16-16,+11.92,105.6,117,93.7,21,69.7,44,-.052,280,+9.70,14,107.5,29,97.8,6,-3.17,239,,ACC,69.7,44,105.6,117,49.6,158,24.0,288,37.4,32,38.4,113,93.7,21,48.9,139,25.1,14,30.7,95,41.2,257,69.7,44,72.4,27,105.6,117,98.7,221,93.7,21,95.6,40,2005,0.7981774497014548,16,16,0.5,32
204,Cleveland St.,Horz,9-17,-4.25,100.6,208,104.8,213,68.2,85,-.096,322,+1.24,140,104.3,128,103.1,159,+3.54,76,,Horz,68.2,85,100.6,208,48.2,221,24.2,297,32.3,160,37.1,151,104.8,213,51.7,266,22.0,112,34.4,245,41.4,259,68.2,85,68.3,128,100.6,208,99.0,216,104.8,213,105.5,261,2005,0.38452928543763515,9,17,0.34615384615384615,26
273,Coastal Carolina,BSth,10-19,-11.97,99.4,223,111.4,303,67.7,105,-.027,236,-5.65,264,99.5,264,105.2,257,+1.17,127,,BSth,67.7,105,99.4,223,48.4,203,20.2,102,30.5,219,30.2,298,111.4,303,53.5,308,20.3,209,31.1,112,47.7,318,67.7,105,68.5,120,99.4,223,99.6,204,111.4,303,107.1,281,2005,0.2123672301950656,10,19,0.3448275862068966,29
248,Colgate,Pat,12-16,-8.59,99.9,217,108.5,272,64.2,240,+.024,108,-4.08,244,99.2,273,103.3,180,-0.82,180,,Pat,64.2,240,99.9,217,49.1,180,21.9,206,28.0,276,27.6,318,108.5,272,49.1,158,20.2,218,35.1,275,35.3,136,64.2,240,65.3,248,99.9,217,98.6,224,108.5,272,104.1,235,2005,0.27895006526238475,12,16,0.42857142857142855,28
163,College of Charleston,SC,18-10,+0.12,101.1,203,101.0,128,67.4,111,+.015,123,-6.28,271,99.6,261,105.9,279,-7.09,301,,SC,67.4,111,101.1,203,47.3,250,19.3,63,32.4,159,32.6,262,101.0,128,47.9,94,24.0,36,32.6,189,36.3,148,67.4,111,70.1,72,101.1,203,102.1,141,101.0,128,95.8,43,2005,0.502845095700323,18,10,0.6428571428571429,28
113,Colorado,B12,14-16,+4.67,107.4,88,102.7,161,69.5,48,+.060,45,+8.50,26,107.5,24,99.0,23,-0.27,169,,B12,69.5,48,107.4,88,49.3,170,19.7,78,32.5,153,34.4,221,102.7,161,49.3,164,18.4,305,33.4,217,36.7,156,69.5,48,69.8,81,107.4,88,101.1,168,102.7,161,106.6,275,2005,0.6258848449299216,14,16,0.4666666666666667,30
148,Colorado St.,MWC,11-17,+1.53,103.5,153,102.0,153,66.7,133,-.106,325,+4.01,96,106.2,64,102.2,127,-2.62,231,,MWC,66.7,133,103.5,153,50.9,92,23.6,274,32.1,174,44.7,17,102.0,153,46.3,33,16.7,326,33.0,199,40.4,248,66.7,133,66.7,188,103.5,153,101.4,162,102.0,153,103.8,230,2005,0.5418732420294298,11,17,0.39285714285714285,28
250,Columbia,Ivy,12-15,-8.89,95.5,272,104.4,197,66.1,166,-.014,201,-7.65,287,97.8,302,105.4,266,-11.34,323,,Ivy,66.1,166,95.5,272,49.2,174,25.5,321,31.5,196,36.3,166,104.4,197,49.5,173,22.3,95,26.5,14,49.8,324,66.1,166,66.8,183,95.5,272,96.2,249,104.4,197,98.2,80,2005,0.26411496513234384,12,15,0.4444444444444444,27
15,Connecticut,BE,23-8,+21.94,112.1,38,90.2,10,70.6,28,-.031,246,+8.52,25,108.5,12,100.0,52,-1.04,191,2,BE,70.6,28,112.1,38,50.2,124,21.0,148,41.7,2,41.3,60,90.2,10,42.9,3,16.8,325,28.3,36,25.6,9,70.6,28,71.2,40,112.1,38,108.7,44,90.2,10,94.0,28,2005,0.9241181134337697,23,8,0.7419354838709677,31
249,Coppin St.,MEAC,13-15,-8.71,92.9,299,101.6,143,64.1,248,+.039,77,-6.33,273,97.8,303,104.1,213,+21.32,1,,MEAC,64.1,248,92.9,299,42.6,323,21.9,205,32.2,165,43.0,33,101.6,143,48.3,112,25.6,12,35.1,277,38.8,210,64.1,248,65.4,242,92.9,299,91.3,305,101.6,143,96.6,54,2005,0.2631851762452633,13,15,0.4642857142857143,28
227,Cornell,Ivy,13-14,-6.86,101.8,186,108.7,274,62.3,297,+.038,79,-4.65,255,99.4,270,104.0,210,-4.41,268,,Ivy,62.3,297,101.8,186,51.4,73,22.1,216,27.7,283,31.0,286,108.7,274,51.8,269,21.9,119,33.0,201,33.7,106,62.3,297,62.7,304,101.8,186,100.9,178,108.7,274,104.4,244,2005,0.31990912994659754,13,14,0.48148148148148145,27
39,Creighton,MVC,23-11,+14.33,114.3,22,100.0,104,63.1,285,-.033,248,+4.44,89,104.9,112,100.4,68,-1.69,209,10,MVC,63.1,285,114.3,22,53.3,30,18.4,31,29.1,254,36.3,168,100.0,104,49.6,184,22.4,92,33.9,229,33.0,94,63.1,285,64.4,275,114.3,22,110.2,29,100.0,104,100.3,138,2005,0.8230352433989523,23,11,0.6764705882352942,34
282,Dartmouth,Ivy,10-17,-12.71,94.5,286,107.2,244,61.0,312,+.083,18,-3.43,226,100.3,240,103.7,199,-2.60,230,,Ivy,61.0,312,94.5,286,47.6,239,21.8,202,26.3,304,30.1,301,107.2,244,51.1,243,22.2,97,32.4,182,41.4,260,61.0,312,61.4,317,94.5,286,93.1,287,107.2,244,104.2,237,2005,0.18998482791369706,10,17,0.37037037037037035,27
114,Davidson,SC,23-9,+4.61,107.8,78,103.2,178,65.4,200,+.111,7,-0.46,162,101.6,205,102.0,112,+9.66,16,,SC,65.4,200,107.8,78,50.8,98,22.0,211,33.7,101,36.0,179,103.2,178,48.7,133,19.4,262,28.4,38,32.9,92,65.4,200,67.1,171,107.8,78,105.0,86,103.2,178,101.4,167,2005,0.6228120685277382,23,9,0.71875,32
111,Dayton,A10,18-11,+4.72,102.2,177,97.5,65,63.0,287,-.001,163,-1.00,177,102.5,181,103.5,187,-0.64,176,,A10,63.0,287,102.2,177,48.4,202,20.2,105,32.3,162,33.4,246,97.5,65,46.8,52,22.5,88,27.7,27,46.4,310,63.0,287,63.1,299,102.2,177,101.5,159,97.5,65,96.3,51,2005,0.6321408114926476,18,11,0.6206896551724138,29
62,DePaul,CUSA,20-11,+11.29,111.8,41,100.5,117,62.5,295,-.000,159,+3.70,99,104.7,117,101.0,87,-0.94,186,,CUSA,62.5,295,111.8,41,49.3,172,18.7,38,37.3,35,34.1,229,100.5,117,48.7,134,19.4,263,28.7,45,34.0,113,62.5,295,63.0,300,111.8,41,108.3,47,100.5,117,101.3,162,2005,0.7730070277026108,20,11,0.6451612903225806,31
