year,rank,name,school,rating
2012,8,Alex Poythress,,0.9962
2012,9,Grant Jerrett,,0.9948
2012,10,Marcus Smart,,0.9941
2012,11,Ricky Ledo,,0.9933
2012,12,Sam Dekker,,0.9932
2012,13,Rasheed Sulaimon,,0.9930
2012,14,Archie Goodwin,,0.9925
2012,15,Rodney Purvis,,0.9921
2012,16,Brandon Ashley,,0.9917
2012,17,Cameron Ridley,,0.9911
2012,18,Gary Harris,,0.9905
2012,19,Kris Dunn,,0.9901
2012,20,Glenn Robinson,,0.9891
2012,21,DaJuan Coleman,,0.9890
2012,22,Tony Parker,,0.9885
2012,23,T.J. Warren,,0.9877
2012,24,Devonta Pollard,,0.9877
2012,25,Yogi Ferrell,,0.9876
2012,26,Robert Carter,,0.9867
2012,27,Danuel House,,0.9866
2012,28,Mitch McGary,,0.9859
2012,29,Amile Jefferson,,0.9857
2012,30,Semaj Christon,,0.9838
2012,31,Winston Shepard,,0.9836
2012,32,Perry Ellis,,0.9836
2012,33,Marcus Paige,,0.9834
2012,34,Jeremy Hollowell,,0.9816
2012,35,Rico Gathers,,0.9811
2012,36,Jarnell Stokes,,0.9806
2012,37,Shaq Goodwin,,0.9802
2012,38,JaKarr Sampson,,0.9800
2012,39,D'Vauntes Smith-Rivera,,0.9797
2012,40,Katin Reinhardt,,0.9788
2012,41,Shaquille Cleare,,0.9787
2012,42,Cam Biedscheid,,0.9778
2012,43,Willie Cauley-Stein,,0.9763
2012,44,Jerami Grant,,0.9758
2012,45,Elijah Macon,,0.9757
2012,46,Brice Johnson,,0.9753
2012,47,Adam Woodbury,,0.9753
2012,48,Daniel Ochefu,,0.9751
2012,49,Omar Calhoun,,0.9744
2012,50,Josh Scott,,0.9741
2013,1,Andrew Wiggins,,1.0000
2013,2,Julius Randle,,0.9994
2013,3,Jabari Parker,,0.9986
2013,4,Aaron Gordon,,0.9985
2013,5,Andrew Harrison,,0.9981
2013,6,Aaron Harrison,,0.9971
2013,7,Chris Walker,,0.9962
2013,8,Kasey Hill,,0.9955
2013,9,Noah Vonleh,,0.9954
2013,10,James Young,,0.9950
2013,11,Dakari Johnson,,0.9940
2013,12,Wayne Selden,,0.9939
2013,13,Jarell Martin,,0.9937
2013,14,Rondae Hollis-Jefferson,,0.9923
2013,15,Bobby Portis,,0.9911
2013,16,Isaiah Hicks,,0.9910
2013,17,Joel Embiid,,0.9904
2013,18,Jabari Bird,,0.9893
2013,19,Marcus Lee,,0.9891
2013,20,Robert Hubbs,,0.9886
2013,21,Jermaine Lawrence,,0.9878
2013,22,Tyler Ennis,,0.9875
2013,23,Isaac Hamilton,,0.9870
2013,24,Anthony Barber,,0.9864
2013,25,Austin Nichols,,0.9856
2013,26,Terry Rozier,,0.9854
2013,27,Semi Ojeleye,,0.9852
2013,28,Keith Frazier,,0.9837
2013,29,Sindarius Thornwell,,0.9830
2013,30,Matt Jones,,0.9827
2013,31,Demetrius Jackson,,0.9826
2013,32,Jajuan Johnson,,0.9825
2013,33,Jordan Mickey,,0.9809
2013,34,Brannen Greene,,0.9806
2013,35,Rysheed Jordan,,0.9806
2013,36,Eric Mika,,0.9805
2013,37,Nick King,,0.9803
2013,38,Zak Irvin,,0.9800
2013,39,Nigel Williams-Goss,,0.9797
2013,40,Kuran Iverson,,0.9785
2013,41,Johnathan Williams,,0.9784
2013,42,Roddy Peters,,0.9783
2013,43,Conner Frankamp,,0.9773
2013,44,Christian Wood,,0.9773
2013,45,Zach LaVine,,0.9772
2013,46,Derrick Walton,,0.9769
2013,47,Xavier Rathan-Mayes,,0.9769
2013,48,Brandon Austin,,0.9769
2013,49,Moses Kingsley,,0.9765
2013,50,Tyler Roberson,,0.9763
2014,1,Jahlil Okafor,,0.9995
2014,2,Emmanuel Mudiay,,0.9993
2014,3,Stanley Johnson,,0.9986
2014,4,Karl-Anthony Towns,,0.9981
2014,5,Cliff Alexander,,0.9980
2014,6,Myles Turner,,0.9975
2014,7,Kelly Oubre,,0.9967
2014,8,Tyus Jones,,0.9964
2014,9,Justin Jackson,,0.9953
2014,10,Rashad Vaughn,,0.9948
2014,11,Trey Lyles,,0.9942
2014,12,Kevon Looney,,0.9936
2014,13,Justise Winslow,,0.9935
2014,14,Isaiah Whitehead,,0.9932
2014,15,Theo Pinson,,0.9918
2014,16,D'Angelo Russell,,0.9913
2014,17,Devin Robinson,,0.9902
2014,18,Daniel Hamilton,,0.9895
2014,19,Tyler Ulis,,0.9893
2014,20,Chris McCullough,,0.9889
2014,21,James Blackmon Jr.,,0.9874
2014,22,Devin Booker,,0.9868
2014,23,Dwayne Morgan,,0.9867
2014,24,Grayson Allen,,0.9866
2014,25,Kameron Chatman,,0.9862
2014,26,Shaqquan Aaron,,0.9858
2014,27,Keita Bates-Diop,,0.9849
2014,28,Isaac Copeland,,0.9846
2014,29,Melo Trimble,,0.9831
2014,30,Joel Berry,,0.9831
2014,31,Jonah Bolden,,0.9825
2014,32,Thomas Welsh,,0.9824
2014,33,Brandone Francis,,0.9813
2014,34,Goodluck Okonoboh,,0.9813
2014,35,Montaque Gill-Caesar,,0.9801
2014,36,Trevon Bluiett,,0.9801
2014,37,Quentin Snider,,0.9799
2014,38,Terry Larrier,,0.9795
2014,39,Reid Travis,,0.9794
2014,40,Jordan McLaughlin,,0.9786
2014,41,Craig Victor,,0.9782
2014,42,Leron Black,,0.9766
2014,43,Parker Jackson-Cartwright,,0.9765
2014,44,Angel Delgado,,0.9750
2014,45,Malik Pope,,0.9748
2014,46,Ja'Quan Newton,,0.9748
2014,47,Robert Johnson,,0.9746
2014,48,Chris Chiozza,,0.9743
2014,49,Abdul Malik Abu,,0.9740
2014,50,Dion Wiley,,0.9733
2017,1,Marvin Bagley,,0.9999
2017,2,Michael Porter,,0.9996
2017,3,Deandre Ayton,,0.9992
2017,4,Mohamed Bamba,,0.9989
2017,5,Wendell Carter,,0.9976
2017,6,Collin Sexton,,0.9973
2017,7,Trevon Duval,,0.9971
2017,8,Jaren Jackson,,0.9971
2017,9,Mitchell Robinson,,0.9962
2017,10,Hamidou Diallo,,0.9950
2017,11,Kevin Knox,,0.9947
2017,12,Jarred Vanderbilt,,0.9939
2017,13,Troy Brown,,0.9936
2017,14,Brandon McCoy,,0.9934
2017,15,PJ Washington,,0.9927
2017,16,Lonnie Walker,,0.9924
2017,17,Nick Richards,,0.9919
2017,18,Brian Bowen,,0.9915
2017,19,Gary Trent Jr.,,0.9914
2017,20,Billy Preston,,0.9902
2017,21,Kris Wilkes,,0.9899
2017,22,Emmanuel Akot,,0.9886
2017,23,Silvio De Sousa,,0.9882
2017,24,Trae Young,,0.9880
2017,25,Jaylen Hands,,0.9880
2017,26,Quade Green,,0.9873
2017,27,Malik Williams,,0.9869
2017,28,Jontay Porter,,0.9860
2017,29,Nick Weatherspoon,,0.9855
2017,30,M.J. Walker,,0.9849
2017,31,Jalek Felton,,0.9846
2017,32,Paul Scruggs,,0.9833
2017,33,Shai Gilgeous-Alexander,,0.9823
2017,34,Lindell Wigginton,,0.9820
2017,35,Daniel Gafford,,0.9814
2017,36,John Petty,,0.9809
2017,37,Brandon Randolph,,0.9808
2017,38,Chaundee Brown,,0.9806
2017,39,KZ Okpala,,0.9806
2017,40,Makai Ashton-Langford,,0.9798
2017,41,Jeremiah Tilmon,,0.9791
2017,42,Ethan Thompson,,0.9790
2017,43,Tremont Waters,,0.9781
2017,44,Nickeil Alexander-Walker,,0.9773
2017,45,Cody Riley,,0.9771
2017,46,Jermaine Samuels,,0.9767
2017,47,Chuma Okeke,,0.9758
2017,48,DJ Harvey,,0.9751
2017,49,Daejon Davis,,0.9751
2017,50,Charles O'Bannon Jr.,,0.9730
2018,1,RJ Barrett,,1.0000
2018,2,Cam Reddish,,0.9992
2018,3,Nassir Little,,0.9992
2018,4,Bol Bol,,0.9989
2018,5,Zion Williamson,,0.9985
2018,6,Charles Bassey,,0.9984
2018,7,Romeo Langford,,0.9983
2018,8,Anfernee Simons,,0.9968
2018,9,EJ Montgomery,,0.9967
2018,10,Quentin Grimes,,0.9967
2018,11,Simisola Shittu,,0.9964
2018,12,Ashton Hagans,,0.9958
2018,13,Keldon Johnson,,0.9954
2018,14,Darius Garland,,0.9951
2018,15,Tre Jones,,0.9950
2018,16,Jalen Smith,,0.9943
2018,17,Darius Bazley,,0.9937
2018,18,Naz Reid,,0.9936
2018,19,Jordan Brown,,0.9933
2018,20,Louis King,,0.9929
2018,21,Devon Dotson,,0.9927
2018,22,Immanuel Quickley,,0.9926
2018,23,Andrew Nembhard,,0.9925
2018,24,Jaylen Hoard,,0.9925
2018,25,Coby White,,0.9913
2018,26,Emmitt Williams,,0.9913
2018,27,Moses Brown,,0.9909
2018,28,Kevin Porter Jr.,,0.9907
2018,29,Jahvon Quinerly,,0.9901
2018,30,Luguentz Dort,,0.9895
2018,31,Reggie Perry,,0.9891
2018,32,Ayo Dosunmu,,0.9888
2018,33,Joey Baker,,0.9887
2018,34,Brandon Williams,,0.9886
2018,35,Javonte Smart,,0.9883
2018,36,David McCormack,,0.9878
2018,37,Tyler Herro,,0.9876
2018,38,Taeshon Cherry,,0.9872
2018,39,Kira Lewis,,0.9865
2018,40,Ignas Brazdeikis,,0.9859
2018,41,Shareef O'Neal,,0.9850
2018,42,Aaron Wiggins,,0.9845
2018,43,Courtney Ramey,,0.9842
2018,44,Cole Swider,,0.9841
2018,45,Elijah Weaver,,0.9832
2018,46,Will Richardson,,0.9832
2018,47,David Duke,,0.9828
2018,48,A.J. Reeves,,0.9821
2018,49,Gerald Liddell,,0.9820
2018,50,Daniel Oturu,,0.9819
2019,1,James Wiseman,,0.9999
2019,2,Anthony Edwards,,0.9994
2019,3,Isaiah Stewart,,0.9992
2019,4,Cole Anthony,,0.9992
2019,5,RJ Hampton,,0.9983
2019,6,Vernon Carey,,0.9982
2019,7,Scottie Lewis,,0.9973
2019,8,Jaden McDaniels,,0.9969
2019,9,Nico Mannion,,0.9967
2019,10,Tyrese Maxey,,0.9963
2019,11,Kahlil Whitney,,0.9957
2019,12,Matthew Hurt,,0.9957
